step;game1;game2;avg_loss;per_ab1;per_ab2;avg_l;min_l;max_l;max_weight;sum_total;memory;fr;epsilon;avglossma
3259600;13038404;18694;5,25412;0,6;0,4;0,619;0,063;1;156,602;619747,4;1000000;9,6;0,1;5,0380328
3259700;13038804;18695;4,94977;0,6;0,4;0,619;0,063;1;156,602;619731,2;1000000;9,7;0,1;5,0390445
3259800;13039204;18695;4,73416;0,6;0,4;0,619;0,063;1;156,602;619777,8;1000000;9,9;0,1;5,0375321
3259900;13039604;18695;5,20174;0,6;0,4;0,619;0,063;1;156,602;619779,9;1000000;9,6;0,1;5,0395804
3260000;13040004;18696;5,38995;0,6;0,4;0,619;0,063;1;156,602;619680,4;1000000;9,2;0,1;5,0367719
3260100;13040404;18696;4,96549;0,6;0,4;0,619;0,063;1;156,606;619676,2;1000000;9,7;0,1;5,0335898
3260200;13040804;18697;5,65208;0,6;0,4;0,619;0,063;1;156,606;619699;1000000;9,8;0,1;5,0362904
3260300;13041204;18697;5,48535;0,6;0,4;0,619;0,063;1;156,606;619742,1;1000000;9,7;0,1;5,0327206
3260400;13041604;18698;5,21006;0,6;0,4;0,619;0,063;1;156,606;619736,1;1000000;9,7;0,1;5,0336442
3260500;13042004;18698;5,37894;0,6;0,4;0,619;0,063;1;156,606;619734,9;1000000;9,8;0,1;5,0344276
3260600;13042404;18699;5,3376;0,6;0,4;0,619;0,063;1;156,606;619788,4;1000000;9,6;0,1;5,0345
3260700;13042804;18699;5,65968;0,6;0,4;0,619;0,063;1;156,606;619914,9;1000000;9,5;0,1;5,0314068
3260800;13043204;18700;5,64446;0,6;0,4;0,619;0,063;1;156,606;619923,8;1000000;9,8;0,1;5,0235892
3260900;13043604;18700;5,23132;0,6;0,4;0,619;0,063;1;156,606;619952,2;1000000;9,7;0,1;5,0138717
3261000;13044004;18701;5,13722;0,6;0,4;0,619;0,063;1;156,606;619947,5;1000000;9,7;0,1;5,0185091
3261100;13044404;18701;4,89429;0,6;0,4;0,619;0,063;1;156,606;619963,5;1000000;9,7;0,1;5,0136918
3261200;13044804;18702;4,95879;0,6;0,4;0,619;0,063;1;156,606;619934;1000000;9,7;0,1;5,0122991
3261300;13045204;18702;5,36903;0,6;0,4;0,619;0,063;1;156,606;619969,1;1000000;9,9;0,1;5,0154905
3261400;13045604;18703;5,81281;0,6;0,4;0,619;0,063;1;156,606;619967,6;1000000;9,8;0,1;5,0082099
3261500;13046004;18703;5,04495;0,6;0,4;0,619;0,063;1;156,606;620003,2;1000000;9,6;0,1;4,9995012
3261600;13046404;18704;4,60018;0,6;0,4;0,619;0,063;1;156,606;619986,2;1000000;9,7;0,1;4,9971132
3261700;13046804;18704;5,16623;0,6;0,4;0,619;0,063;1;156,606;619987,6;1000000;9,7;0,1;4,9995827
3261800;13047204;18705;4,86314;0,6;0,4;0,619;0,063;1;156,606;619923,9;1000000;9,8;0,1;4,9978737
3261900;13047604;18705;5,28231;0,6;0,4;0,619;0,063;1;156,606;619903,9;1000000;9,9;0,1;4,9976956
3262000;13048004;18706;5,26394;0,6;0,4;0,619;0,063;1;156,606;619853,8;1000000;9,6;0,1;4,9902046
3262100;13048404;18706;5,31399;0,6;0,4;0,619;0,063;1;156,606;619918,2;1000000;9,7;0,1;4,9917865
3262200;13048804;18707;4,74482;0,6;0,4;0,619;0,063;1;156,606;619916,5;1000000;9,8;0,1;4,9873143
3262300;13049204;18707;4,94054;0,6;0,4;0,619;0,063;1;156,606;619928,2;1000000;9,7;0,1;4,9839389
3262400;13049604;18708;4,95363;0,6;0,4;0,619;0,063;1;156,606;619957,9;1000000;9,5;0,1;4,9861694
3262500;13050004;18708;4,78564;0,6;0,4;0,619;0,063;1;156,606;619981,1;1000000;9,7;0,1;4,9803762
3262600;13050404;18708;5,094;0,6;0,4;0,619;0,063;1;156,606;620004,2;1000000;9,7;0,1;4,9762074
3262700;13050804;18709;4,98412;0,6;0,4;0,619;0,063;1;156,606;619999,1;1000000;9,7;0,1;4,9761847
3262800;13051204;18709;5,01614;0,6;0,4;0,619;0,063;1;156,606;619997,2;1000000;9,7;0,1;4,9770562
3262900;13051604;18710;4,70814;0,6;0,4;0,619;0,063;1;156,606;619995,6;1000000;9,8;0,1;4,9789636
3263000;13052004;18710;5,03145;0,6;0,4;0,619;0,063;1;156,606;620023,1;1000000;9,7;0,1;4,9761573
3263100;13052404;18711;4,96151;0,6;0,4;0,619;0,063;1;156,606;620015,2;1000000;9,7;0,1;4,9756318
3263200;13052804;18711;4,69288;0,6;0,4;0,619;0,063;1;156,606;619983,6;1000000;9,4;0,1;4,9766593
3263300;13053204;18712;5,12273;0,6;0,4;0,619;0,063;1;156,606;619962,7;1000000;9,9;0,1;4,9760032
3263400;13053604;18712;4,93447;0,6;0,4;0,619;0,063;1;156,606;620027,7;1000000;9,7;0,1;4,9737686
3263500;13054004;18713;4,69151;0,6;0,4;0,619;0,063;1;156,606;620013,9;1000000;9,7;0,1;4,9759543
3263600;13054404;18713;4,66161;0,6;0,4;0,619;0,063;1;156,606;619984,5;1000000;9,7;0,1;4,9738881
3263700;13054804;18713;5,55346;0,6;0,4;0,619;0,063;1;156,606;620021,9;1000000;9,7;0,1;4,9762632
3263800;13055204;18714;5,11673;0,6;0,4;0,619;0,063;1;156,606;620015,7;1000000;9,8;0,1;4,9718888
3263900;13055604;18714;4,94916;0,6;0,4;0,619;0,063;1;156,606;620024,2;1000000;9,8;0,1;4,9673384
3264000;13056004;18715;4,90953;0,6;0,4;0,619;0,063;1;156,606;620056,1;1000000;9,5;0,1;4,9674802
3264100;13056404;18715;4,94292;0,6;0,4;0,619;0,063;1;156,606;620058,2;1000000;9,8;0,1;4,9747938
3264200;13056804;18716;5,54478;0,6;0,4;0,619;0,063;1;156,606;620076,6;1000000;9,6;0,1;4,9744964
3264300;13057204;18716;4,5575;0,6;0,4;0,619;0,063;1;156,606;620074,9;1000000;9,7;0,1;4,9676599
3264400;13057604;18717;4,89199;0,6;0,4;0,619;0,063;1;156,606;620104,2;1000000;9,6;0,1;4,9692523
3264500;13058004;18717;4,84527;0,6;0,4;0,619;0,063;1;156,606;620108,3;1000000;9,8;0,1;4,9651613
3264600;13058404;18718;5,1155;0,6;0,4;0,619;0,063;1;156,606;620109,2;1000000;9,8;0,1;4,96592
3264700;13058804;18718;5,35151;0,6;0,4;0,619;0,063;1;156,606;620099,8;1000000;9,8;0,1;4,966613
3264800;13059204;18719;4,98451;0,6;0,4;0,619;0,063;1;156,606;620143,4;1000000;9,5;0,1;4,9611101
3264900;13059604;18720;4,84946;0,6;0,4;0,619;0,063;1;156,606;620183,2;1000000;9,6;0,1;4,9621387
3265000;13060004;18720;5,19139;0,6;0,4;0,619;0,063;1;156,606;620169,9;1000000;9,6;0,1;4,9591786
3265100;13060404;18721;4,74625;0,6;0,4;0,619;0,063;1;156,655;620137,7;1000000;9,8;0,1;4,9510117
3265200;13060804;18721;4,69677;0,6;0,4;0,619;0,063;1;156,655;620175;1000000;9,9;0,1;4,950942
3265300;13061204;18721;5,32744;0,6;0,4;0,619;0,063;1;156,655;620142,6;1000000;9,4;0,1;4,9528172
3265400;13061604;18722;5,35009;0,6;0,4;0,619;0,063;1;156,655;620103,9;1000000;9,7;0,1;4,9514127
3265500;13062004;18722;5,03684;0,6;0,4;0,619;0,063;1;156,655;620079,9;1000000;9,8;0,1;4,9484533
3265600;13062404;18723;4,93635;0,6;0,4;0,619;0,063;1;156,655;620109,2;1000000;9,8;0,1;4,9520985
3265700;13062804;18723;4,8907;0,6;0,4;0,619;0,063;1;156,655;620157,1;1000000;9,5;0,1;4,95051
3265800;13063204;18724;5,0225;0,6;0,4;0,619;0,063;1;156,655;620175,1;1000000;9,7;0,1;4,9508238
3265900;13063604;18724;5,19723;0,6;0,4;0,619;0,063;1;156,655;620221;1000000;9,6;0,1;4,9524648
3266000;13064004;18725;5,18287;0,6;0,4;0,619;0,063;1;156,655;620188,3;1000000;9,8;0,1;4,9523159
3266100;13064404;18725;4,90276;0,6;0,4;0,619;0,063;1;156,655;620205,2;1000000;9,7;0,1;4,9499314
3266200;13064804;18726;5,29992;0,6;0,4;0,619;0,063;1;156,655;620257,2;1000000;10,3;0,1;4,9527603
3266300;13065204;18727;4,82056;0,6;0,4;0,619;0,063;1;156,655;620235;1000000;10,1;0,1;4,9452494
3266400;13065604;18727;5,00733;0,6;0,4;0,619;0,063;1;156,655;620271;1000000;9,5;0,1;4,9452356
3266500;13066004;18728;4,97793;0,6;0,4;0,619;0,063;1;156,655;620335,8;1000000;9,4;0,1;4,9447049
3266600;13066404;18728;5,15411;0,6;0,4;0,619;0,063;1;156,655;620381,1;1000000;9,6;0,1;4,9461476
3266700;13066804;18728;5,36389;0,6;0,4;0,619;0,063;1;156,655;620420,4;1000000;9,8;0,1;4,9436351
3266800;13067204;18729;4,95974;0,6;0,4;0,619;0,063;1;156,655;620393,1;1000000;9,7;0,1;4,9378878
3266900;13067604;18729;4,76794;0,6;0,4;0,619;0,063;1;156,655;620439,7;1000000;9,8;0,1;4,9368246
3267000;13068004;18729;4,86225;0,6;0,4;0,619;0,063;1;156,655;620399,5;1000000;9,1;0,1;4,9357287
3267100;13068404;18730;5,19891;0,6;0,4;0,619;0,063;1;156,655;620374,4;1000000;9,6;0,1;4,9356714
3267200;13068804;18730;4,81394;0,6;0,4;0,619;0,063;1;156,655;620355,4;1000000;9,8;0,1;4,9307514
3267300;13069204;18731;5,31034;0,6;0,4;0,619;0,063;1;156,655;620307,8;1000000;10,3;0,1;4,9287772
3267400;13069604;18732;4,57719;0,6;0,4;0,619;0,063;1;156,655;620292,2;1000000;9,4;0,1;4,9268757
3267500;13070004;18732;4,7526;0,6;0,4;0,619;0,063;1;156,655;620282,2;1000000;10,4;0,1;4,9305795
3267600;13070404;18733;4,77275;0,6;0,4;0,619;0,063;1;156,655;620270,2;1000000;9,8;0,1;4,9310156
3267700;13070804;18733;5,18391;0,6;0,4;0,619;0,063;1;156,655;620246,3;1000000;10,2;0,1;4,9344157
3267800;13071204;18734;5,13003;0,6;0,4;0,619;0,063;1;156,655;620292;1000000;9,6;0,1;4,9306303
3267900;13071604;18734;5,45145;0,6;0,4;0,619;0,063;1;156,655;620310,9;1000000;9,4;0,1;4,9300329
3268000;13072004;18735;5,35134;0,6;0,4;0,619;0,063;1;156,655;620287,4;1000000;9,4;0,1;4,9221079
3268100;13072404;18735;4,63123;0,6;0,4;0,619;0,063;1;156,655;620366,8;1000000;10;0,1;4,9151003
3268200;13072804;18736;4,48436;0,6;0,4;0,619;0,063;1;156,655;620344,4;1000000;10,4;0,1;4,9188621
3268300;13073204;18736;4,67855;0,6;0,4;0,619;0,063;1;156,655;620299,3;1000000;9,9;0,1;4,9203043
3268400;13073604;18737;4,63982;0,6;0,4;0,619;0,063;1;156,655;620289,3;1000000;10;0,1;4,9202463
3268500;13074004;18737;4,71801;0,6;0,4;0,619;0,063;1;156,655;620311,9;1000000;10,2;0,1;4,9208861
3268600;13074404;18737;4,78513;0,6;0,4;0,619;0,063;1;156,655;620316,4;1000000;10,5;0,1;4,9203861
3268700;13074804;18738;5,04705;0,6;0,4;0,619;0,063;1;156,655;620311;1000000;10,2;0,1;4,9181827
3268800;13075204;18739;4,56075;0,6;0,4;0,619;0,063;1;156,655;620313,2;1000000;9,8;0,1;4,9155846
3268900;13075604;18739;4,52644;0,6;0,4;0,619;0,063;1;156,655;620360,5;1000000;9,9;0,1;4,918323
3269000;13076004;18739;5,36712;0,6;0,4;0,619;0,063;1;156,655;620400,1;1000000;9,9;0,1;4,920201
3269100;13076404;18740;5,13064;0,6;0,4;0,619;0,063;1;156,655;620435,3;1000000;9,4;0,1;4,9151617
3269200;13076804;18740;4,61284;0,6;0,4;0,619;0,063;1;156,655;620377,4;1000000;9,4;0,1;4,9127051
3269300;13077204;18741;4,7113;0,6;0,4;0,619;0,063;1;156,655;620397,4;1000000;9,9;0,1;4,9120552
3269400;13077604;18741;5,23223;0,6;0,4;0,619;0,063;1;156,655;620395,9;1000000;9,7;0,1;4,9135741
3269500;13078004;18742;5,70338;0,6;0,4;0,619;0,063;1;156,655;620308,1;1000000;9,8;0,1;4,9113311
3269600;13078404;18742;5,35529;0,6;0,4;0,619;0,063;1;156,655;620300,6;1000000;9,8;0,1;4,903189
3269700;13078804;18743;4,79853;0,6;0,4;0,619;0,063;1;156,655;620259,4;1000000;9,1;0,1;4,9024805
3269800;13079204;18743;4,93899;0,6;0,4;0,619;0,063;1;156,655;620341,3;1000000;8,8;0,1;4,9004966
3269900;13079604;18744;4,92089;0,6;0,4;0,619;0,063;1;156,655;620316,8;1000000;9,3;0,1;4,901719
3270000;13080004;18744;5,07174;0,6;0,4;0,619;0,063;1;156,655;620270,3;1000000;9,2;0,1;4,9046171
3270100;13080404;18745;5,23555;0,6;0,4;0,619;0,063;1;156,665;620309;1000000;9,4;0,1;4,9044343
3270200;13080804;18745;5,2951;0,6;0,4;0,619;0,063;1;156,665;620303,9;1000000;10,8;0,1;4,9029066
3270300;13081204;18746;5,57771;0,6;0,4;0,619;0,063;1;156,665;620353,3;1000000;10,2;0,1;4,906292
3270400;13081604;18746;5,2884;0,6;0,4;0,619;0,063;1;156,665;620394,9;1000000;10,2;0,1;4,8991619
3270500;13082004;18747;5,38618;0,6;0,4;0,619;0,063;1;156,665;620419,3;1000000;9,5;0,1;4,8904569
3270600;13082404;18747;5,02828;0,6;0,4;0,619;0,063;1;156,665;620460,1;1000000;9,9;0,1;4,8827388
3270700;13082804;18748;4,87792;0,6;0,4;0,619;0,063;1;156,665;620482,7;1000000;10,3;0,1;4,883466
3270800;13083204;18748;4,67271;0,6;0,4;0,619;0,063;1;156,665;620485,4;1000000;9,8;0,1;4,8795794
3270900;13083604;18749;5,69506;0,6;0,4;0,619;0,063;1;156,665;620514,4;1000000;10,5;0,1;4,8801417
3271000;13084004;18749;4,65549;0,6;0,4;0,619;0,063;1;156,665;620548,1;1000000;9,4;0,1;4,8729946
3271100;13084404;18750;4,75502;0,6;0,4;0,619;0,063;1;156,665;620571,8;1000000;9,3;0,1;4,8789263
3271200;13084804;18750;5,27793;0,6;0,4;0,619;0,063;1;156,665;620536,8;1000000;9,4;0,1;4,8817282
3271300;13085204;18751;4,64097;0,6;0,4;0,619;0,063;1;156,665;620503,8;1000000;9,8;0,1;4,8775144
3271400;13085604;18752;4,94194;0,6;0,4;0,619;0,063;1;156,665;620587,9;1000000;9,5;0,1;4,8790182
3271500;13086004;18752;4,80615;0,6;0,4;0,619;0,063;1;156,665;620662,4;1000000;9;0,1;4,8772955
3271600;13086404;18753;4,84713;0,6;0,4;0,619;0,063;1;156,665;620653,1;1000000;9,4;0,1;4,8779161
3271700;13086804;18753;4,99533;0,6;0,4;0,619;0,063;1;156,665;620696,9;1000000;9,5;0,1;4,875849
3271800;13087204;18754;4,84533;0,6;0,4;0,619;0,063;1;156,665;620679,3;1000000;8,8;0,1;4,8733231
3271900;13087604;18754;4,53321;0,6;0,4;0,619;0,063;1;156,665;620691,6;1000000;9,4;0,1;4,8754642
3272000;13088004;18754;5,42213;0,6;0,4;0,619;0,063;1;156,665;620685,9;1000000;9,8;0,1;4,8798471
3272100;13088404;18755;4,86677;0,6;0,4;0,619;0,063;1;156,665;620656,9;1000000;9,4;0,1;4,8701477
3272200;13088804;18755;4,40728;0,6;0,4;0,619;0,063;1;156,665;620692;1000000;9,7;0,1;4,8716167
3272300;13089204;18756;5,16359;0,6;0,4;0,619;0,063;1;156,665;620778;1000000;10,3;0,1;4,8774529
3272400;13089604;18756;4,37431;0,6;0,4;0,619;0,063;1;156,665;620737,5;1000000;10,6;0,1;4,8733912
3272500;13090004;18757;4,36876;0,6;0,4;0,619;0,063;1;156,665;620707,6;1000000;10,7;0,1;4,8777537
3272600;13090404;18757;5,09173;0,6;0,4;0,619;0,063;1;156,665;620703,3;1000000;10,1;0,1;4,8790336
3272700;13090804;18758;5,07127;0,6;0,4;0,619;0,063;1;156,665;620711,8;1000000;10,7;0,1;4,8773185
3272800;13091204;18758;5,20688;0,6;0,4;0,619;0,063;1;156,665;620720,2;1000000;10,7;0,1;4,8773119
3272900;13091604;18759;4,42751;0,6;0,4;0,619;0,063;1;156,665;620714,7;1000000;10,5;0,1;4,8761241
3273000;13092004;18759;4,9789;0,6;0,4;0,619;0,063;1;156,665;620754,6;1000000;10,9;0,1;4,879434
3273100;13092404;18760;5,06426;0,6;0,4;0,619;0,063;1;156,665;620852,5;1000000;10,5;0,1;4,8784568
3273200;13092804;18760;4,62727;0,6;0,4;0,619;0,063;1;156,665;620853,1;1000000;10,6;0,1;4,8743802
3273300;13093204;18761;4,89927;0,6;0,4;0,619;0,063;1;156,665;620916,5;1000000;10,6;0,1;4,8739229
3273400;13093604;18761;5,15304;0,6;0,4;0,619;0,063;1;156,665;620940,4;1000000;10,7;0,1;4,8769659
3273500;13094004;18761;4,48489;0,6;0,4;0,619;0,063;1;156,665;620921,6;1000000;10,7;0,1;4,8714123
3273600;13094404;18762;4,89912;0,6;0,4;0,619;0,063;1;156,665;620909,4;1000000;10,5;0,1;4,8753973
3273700;13094804;18762;5,11602;0,6;0,4;0,619;0,063;1;156,665;620930;1000000;11;0,1;4,8761097
3273800;13095204;18763;4,66169;0,6;0,4;0,619;0,063;1;156,665;620929,6;1000000;10,6;0,1;4,8756883
3273900;13095604;18763;4,96334;0,6;0,4;0,619;0,063;1;156,665;620949,6;1000000;10,3;0,1;4,8790393
3274000;13096004;18764;5,64089;0,6;0,4;0,619;0,063;1;156,665;620928,6;1000000;10,7;0,1;4,8771634
3274100;13096404;18764;4,91318;0,6;0,4;0,619;0,063;1;156,665;620902,6;1000000;10,7;0,1;4,8632094
3274200;13096804;18765;4,86113;0,6;0,4;0,619;0,063;1;156,665;620900;1000000;10,6;0,1;4,8645396
3274300;13097204;18765;4,71674;0,6;0,4;0,619;0,063;1;156,665;620857,9;1000000;10,9;0,1;4,8644235
3274400;13097604;18765;4,48289;0,6;0,4;0,619;0,063;1;156,665;620860;1000000;10,7;0,1;4,8632436
3274500;13098004;18766;4,92114;0,6;0,4;0,619;0,063;1;156,665;620829,8;1000000;10,9;0,1;4,8642431
3274600;13098404;18766;5,1848;0,6;0,4;0,619;0,063;1;156,665;620815,4;1000000;10,7;0,1;4,8655491
3274700;13098804;18767;4,80122;0,6;0,4;0,619;0,063;1;156,665;620810,9;1000000;10,2;0,1;4,8635846
3274800;13099204;18767;5,08737;0,6;0,4;0,619;0,063;1;156,665;620830,6;1000000;10,7;0,1;4,861992
3274900;13099604;18767;4,55345;0,6;0,4;0,619;0,063;1;156,665;620825,8;1000000;10,5;0,1;4,860347
3275000;13100004;18768;4,3747;0,6;0,4;0,619;0,063;1;156,665;620796,7;1000000;10,7;0,1;4,8644661
3275100;13100404;18769;4,73928;0,6;0,4;0,62;0,063;1;156,718;620794,7;1000000;10,5;0,1;4,8715837
3275200;13100804;18769;4,88429;0,6;0,4;0,62;0,063;1;156,718;620761,6;1000000;10,7;0,1;4,8744804
3275300;13101204;18770;5,18699;0,6;0,4;0,62;0,063;1;156,718;620740,6;1000000;10,8;0,1;4,8772151
3275400;13101604;18770;5,05415;0,6;0,4;0,62;0,063;1;156,718;620741,7;1000000;10,9;0,1;4,8711386
3275500;13102004;18771;5,40136;0,6;0,4;0,62;0,063;1;156,718;620690,4;1000000;10,4;0,1;4,8692161
3275600;13102404;18771;4,7775;0,6;0,4;0,62;0,063;1;156,718;620743,6;1000000;10,1;0,1;4,8619113
3275700;13102804;18771;4,92208;0,6;0,4;0,62;0,063;1;156,718;620761,1;1000000;10,4;0,1;4,8622946
3275800;13103204;18772;5,1866;0,6;0,4;0,62;0,063;1;156,718;620792,2;1000000;10,2;0,1;4,8617407
3275900;13103604;18772;5,18234;0,6;0,4;0,62;0,063;1;156,718;620852,1;1000000;10,7;0,1;4,8606357
3276000;13104004;18773;4,94442;0,6;0,4;0,62;0,063;1;156,718;620810,6;1000000;10,4;0,1;4,8548122
3276100;13104404;18773;5,18565;0,6;0,4;0,62;0,063;1;156,718;620797,4;1000000;10,6;0,1;4,8545629
3276200;13104804;18773;4,54883;0,6;0,4;0,62;0,063;1;156,718;620766,8;1000000;10,7;0,1;4,8508285
3276300;13105204;18774;4,81918;0,6;0,4;0,62;0,063;1;156,718;620735,4;1000000;10,8;0,1;4,8544306
3276400;13105604;18774;4,95426;0,6;0,4;0,62;0,063;1;156,718;620725,9;1000000;10,3;0,1;4,8569873
3276500;13106004;18775;5,1222;0,6;0,4;0,62;0,063;1;156,718;620694,5;1000000;10,8;0,1;4,8577306
3276600;13106404;18775;4,90286;0,6;0,4;0,62;0,063;1;156,718;620696,2;1000000;10,3;0,1;4,8521962
3276700;13106804;18776;4,78916;0,6;0,4;0,62;0,063;1;156,718;620656,7;1000000;10,4;0,1;4,8567308
3276800;13107204;18776;4,85342;0,6;0,4;0,62;0,063;1;156,718;620658;1000000;10,7;0,1;4,8591804
3276900;13107604;18776;4,65835;0,6;0,4;0,62;0,063;1;156,718;620623,3;1000000;10,8;0,1;4,8555444
3277000;13108004;18777;4,85652;0,6;0,4;0,62;0,063;1;156,718;620614,3;1000000;10,5;0,1;4,8538323
3277100;13108404;18777;4,70691;0,6;0,4;0,62;0,063;1;156,718;620602,4;1000000;10,5;0,1;4,853586
3277200;13108804;18778;4,61652;0,6;0,4;0,62;0,063;1;156,718;620653,1;1000000;10,3;0,1;4,8530603
3277300;13109204;18778;5,12019;0,6;0,4;0,62;0,063;1;156,718;620668,2;1000000;10,8;0,1;4,856016
3277400;13109604;18779;4,94757;0,6;0,4;0,62;0,063;1;156,718;620707,5;1000000;10,4;0,1;4,8593385
3277500;13110004;18779;4,79621;0,6;0,4;0,62;0,063;1;156,718;620691,2;1000000;10,5;0,1;4,8603925
3277600;13110404;18779;5,11276;0,6;0,4;0,62;0,063;1;156,718;620668,6;1000000;10,6;0,1;4,8658271
3277700;13110804;18780;4,80537;0,6;0,4;0,62;0,063;1;156,718;620650,1;1000000;10,6;0,1;4,867265
3277800;13111204;18780;5,07029;0,6;0,4;0,62;0,063;1;156,718;620654,9;1000000;9,8;0,1;4,8682521
3277900;13111604;18781;4,65895;0,6;0,4;0,62;0,063;1;156,718;620648,9;1000000;10;0,1;4,8646042
3278000;13112004;18781;4,65058;0,6;0,4;0,62;0,063;1;156,718;620685,1;1000000;10,4;0,1;4,8667922
3278100;13112404;18781;5,00741;0,6;0,4;0,62;0,063;1;156,718;620702,9;1000000;10,4;0,1;4,8662582
3278200;13112804;18782;4,62858;0,6;0,4;0,62;0,063;1;156,718;620623,1;1000000;10,7;0,1;4,8684319
3278300;13113204;18782;4,67275;0,6;0,4;0,62;0,063;1;156,718;620591,9;1000000;10,7;0,1;4,8704886
3278400;13113604;18783;4,7038;0,6;0,4;0,62;0,063;1;156,718;620584,8;1000000;10,8;0,1;4,8761441
3278500;13114004;18783;4,66801;0,6;0,4;0,62;0,063;1;156,718;620593,9;1000000;10,7;0,1;4,8752058
3278600;13114404;18784;4,56479;0,6;0,4;0,62;0,063;1;156,718;620589,4;1000000;10,1;0,1;4,8754493
3278700;13114804;18784;4,78724;0,6;0,4;0,62;0,063;1;156,718;620625,4;1000000;10,9;0,1;4,8804426
3278800;13115204;18785;4,83459;0,6;0,4;0,62;0,063;1;156,718;620655,2;1000000;10,8;0,1;4,8760284
3278900;13115604;18785;4,71424;0,6;0,4;0,62;0,063;1;156,718;620655,2;1000000;9,1;0,1;4,8730868
3279000;13116004;18786;4,86319;0,6;0,4;0,62;0,063;1;156,718;620621,1;1000000;9,4;0,1;4,8752108
3279100;13116404;18786;4,88498;0,6;0,4;0,62;0,063;1;156,718;620634,8;1000000;9,7;0,1;4,8793481
3279200;13116804;18786;4,54785;0,6;0,4;0,62;0,063;1;156,718;620620,6;1000000;9,5;0,1;4,8824277
3279300;13117204;18787;4,86319;0,6;0,4;0,62;0,063;1;156,718;620602,6;1000000;9,6;0,1;4,8871671
3279400;13117604;18787;5,00793;0,6;0,4;0,62;0,063;1;156,718;620593,1;1000000;9,4;0,1;4,8860693
3279500;13118004;18788;4,88917;0,6;0,4;0,62;0,063;1;156,718;620613,9;1000000;9,4;0,1;4,8820556
3279600;13118404;18789;5,28444;0,6;0,4;0,62;0,063;1;156,718;620615,9;1000000;10;0,1;4,8765005
3279700;13118804;18789;4,60014;0,6;0,4;0,62;0,063;1;156,718;620603,3;1000000;9,7;0,1;4,8706824
3279800;13119204;18789;5,06123;0,6;0,4;0,62;0,063;1;156,718;620628;1000000;9,8;0,1;4,871992
3279900;13119604;18790;5,2107;0,6;0,4;0,62;0,063;1;156,718;620626,9;1000000;9,3;0,1;4,8686856
3280000;13120004;18790;5,05346;0,6;0,4;0,62;0,063;1;156,718;620644,8;1000000;9;0,1;4,8652772
3280100;13120404;18791;5,08278;0,6;0,4;0,62;0,063;1;156,703;620662,8;1000000;9,6;0,1;4,8616804
3280200;13120804;18791;5,63364;0,6;0,4;0,62;0,063;1;156,703;620648,4;1000000;9,6;0,1;4,8621898
3280300;13121204;18792;4,8647;0,6;0,4;0,62;0,063;1;156,703;620645,3;1000000;9,5;0,1;4,8611954
3280400;13121604;18792;4,4179;0,6;0,4;0,62;0,063;1;156,703;620655,4;1000000;9,7;0,1;4,8664124
3280500;13122004;18792;4,61437;0,6;0,4;0,62;0,063;1;156,703;620703,3;1000000;9,4;0,1;4,8768362
3280600;13122404;18793;5,101;0,6;0,4;0,62;0,063;1;156,703;620709,1;1000000;9,6;0,1;4,8833706
3280700;13122804;18793;4,48926;0,6;0,4;0,62;0,063;1;156,703;620680,9;1000000;9,6;0,1;4,8879697
3280800;13123204;18794;4,72894;0,6;0,4;0,62;0,063;1;156,703;620689,6;1000000;9,6;0,1;4,8911708
3280900;13123604;18794;4,98035;0,6;0,4;0,62;0,063;1;156,703;620661,4;1000000;9,8;0,1;4,893296
3281000;13124004;18795;5,24866;0,6;0,4;0,62;0,063;1;156,703;620670,1;1000000;9,6;0,1;4,8916969
3281100;13124404;18795;5,03521;0,6;0,4;0,62;0,063;1;156,703;620660,4;1000000;9,7;0,1;4,8853871
3281200;13124804;18796;4,85655;0,6;0,4;0,62;0,063;1;156,703;620658,6;1000000;10,2;0,1;4,8855225
3281300;13125204;18796;4,79135;0,6;0,4;0,62;0,063;1;156,703;620703,1;1000000;10,2;0,1;4,8864416
3281400;13125604;18797;4,76967;0,6;0,4;0,62;0,063;1;156,703;620715,4;1000000;10,7;0,1;4,887527
3281500;13126004;18797;4,86821;0,6;0,4;0,62;0,063;1;156,703;620763,1;1000000;10,6;0,1;4,8871987
3281600;13126404;18798;4,64042;0,6;0,4;0,62;0,063;1;156,703;620759,2;1000000;10,3;0,1;4,8885989
3281700;13126804;18798;4,74274;0,6;0,4;0,62;0,063;1;156,703;620754,8;1000000;10,7;0,1;4,8924284
3281800;13127204;18799;5,05944;0,6;0,4;0,62;0,063;1;156,703;620685,2;1000000;10,5;0,1;4,8926509
3281900;13127604;18799;4,9715;0,6;0,4;0,62;0,063;1;156,703;620693,5;1000000;10,6;0,1;4,8875187
3282000;13128004;18800;4,45219;0,6;0,4;0,62;0,063;1;156,703;620741,3;1000000;10,4;0,1;4,8867527
3282100;13128404;18800;5,01367;0,6;0,4;0,62;0,063;1;156,703;620699,4;1000000;10,5;0,1;4,8894813
3282200;13128804;18801;4,9909;0,6;0,4;0,62;0,063;1;156,703;620714,9;1000000;10,1;0,1;4,8870401
3282300;13129204;18801;4,75742;0,6;0,4;0,62;0,063;1;156,703;620691,9;1000000;10,9;0,1;4,8831916
3282400;13129604;18802;4,81056;0,6;0,4;0,62;0,063;1;156,703;620668,9;1000000;10,6;0,1;4,8853857
